,model,time,params,predictive-score,fairness-score,combined-score
4,log_reg_reweighing,13.116,"{'preprocessing__column_transformer__quant__scaler__apply': False, 'preprocessing__column_transformer__quant__scaler__method': 'min-max', 'preprocessing__column_transformer__cat__encoder__method': 'one-hot', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'log_reg_reweighing__estimator__penalty': 'l1', 'log_reg_reweighing__estimator__C': 50, 'log_reg_reweighing__estimator__class_weight': 'balanced', 'log_reg_reweighing__estimator__threshold': 0.7}",0.7085714285714287,0.14400201608436433,0.8339529856203678
25,log_reg_reweighing_expGR,204.948,"{'preprocessing__column_transformer__quant__scaler__apply': False, 'preprocessing__column_transformer__quant__scaler__method': 'min-max', 'preprocessing__column_transformer__cat__encoder__method': 'ordinal', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'log_reg_reweighing_expGR__estimator__estimator__penalty': 'l1', 'log_reg_reweighing_expGR__estimator__estimator__C': 1, 'log_reg_reweighing_expGR__estimator__estimator__class_weight': 'balanced', 'log_reg_reweighing_expGR__estimator__estimator__threshold': 0.6, 'log_reg_reweighing_expGR__estimator__constraints': 'TruePositiveRateParity', 'log_reg_reweighing_expGR__estimator__eps': 0.097, 'log_reg_reweighing_expGR__estimator__max_iter': 85, 'log_reg_reweighing_expGR__estimator__eta0': 1.7000000000000004, 'log_reg_reweighing_expGR__estimator__drop_prot_attr': False}",0.687936507936508,0.12163547648296893,0.8046081946301069
9,log_reg_expGR,230.075,"{'preprocessing__column_transformer__quant__scaler__apply': False, 'preprocessing__column_transformer__quant__scaler__method': 'min-max', 'preprocessing__column_transformer__cat__encoder__method': 'ordinal', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'log_reg_expGR__estimator__penalty': 'l1', 'log_reg_expGR__estimator__C': 1, 'log_reg_expGR__estimator__class_weight': 'balanced', 'log_reg_expGR__estimator__threshold': 0.6, 'log_reg_expGR__constraints': 'TruePositiveRateParity', 'log_reg_expGR__eps': 0.097, 'log_reg_expGR__max_iter': 85, 'log_reg_expGR__eta0': 1.7000000000000004, 'log_reg_expGR__drop_prot_attr': False}",0.6933333333333334,0.1472558043589359,0.7851203491498865
0,log_reg,9.961,"{'preprocessing__quant__scaler__apply': True, 'preprocessing__quant__scaler__method': 'standard', 'preprocessing__cat__encoder__method': 'one-hot', 'preprocessing__cat__imputer__apply': False, 'preprocessing__quant__imputer__apply': False, 'log_reg__penalty': 'l1', 'log_reg__C': 75, 'log_reg__class_weight': 'balanced', 'log_reg__threshold': 0.8}",0.6806349206349207,0.12219477319978252,0.7825828513290689
61,log_reg_ROC_GSR,138.291,"{'preprocessing__column_transformer__quant__scaler__apply': True, 'preprocessing__column_transformer__quant__scaler__method': 'min-max', 'preprocessing__column_transformer__cat__encoder__method': 'one-hot', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'log_reg_ROC_GSR__estimator__estimator__penalty': 'l1', 'log_reg_ROC_GSR__estimator__estimator__C': 75, 'log_reg_ROC_GSR__estimator__estimator__class_weight': 'balanced', 'log_reg_ROC_GSR__estimator__estimator__threshold': 0.3, 'log_reg_ROC_GSR__estimator__constraints': 'TruePositiveRateParity', 'log_reg_ROC_GSR__estimator__constraint_weight': 0.81, 'log_reg_ROC_GSR__estimator__grid_size': 35, 'log_reg_ROC_GSR__estimator__grid_limit': 7, 'log_reg_ROC_GSR__estimator__loss': 'Absolute', 'log_reg_ROC_GSR__estimator__drop_prot_attr': False, 'log_reg_ROC_GSR__postprocessor__threshold': 0.37999999999999995, 'log_reg_ROC_GSR__postprocessor__margin': 0.034999999999999996}",0.7025396825396826,0.1705358130165316,0.7799384158728166
29,log_reg_reweighing_GSR,148.853,"{'preprocessing__column_transformer__quant__scaler__apply': True, 'preprocessing__column_transformer__quant__scaler__method': 'standard', 'preprocessing__column_transformer__cat__encoder__method': 'one-hot', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'log_reg_reweighing_GSR__estimator__estimator__penalty': 'l2', 'log_reg_reweighing_GSR__estimator__estimator__C': 100, 'log_reg_reweighing_GSR__estimator__estimator__class_weight': 'balanced', 'log_reg_reweighing_GSR__estimator__estimator__threshold': 0.6, 'log_reg_reweighing_GSR__estimator__constraints': 'TruePositiveRateParity', 'log_reg_reweighing_GSR__estimator__constraint_weight': 0.81, 'log_reg_reweighing_GSR__estimator__grid_size': 40, 'log_reg_reweighing_GSR__estimator__grid_limit': 4, 'log_reg_reweighing_GSR__estimator__loss': 'Absolute', 'log_reg_reweighing_GSR__estimator__drop_prot_attr': False}",0.7038095238095238,0.1812046686002678,0.7689774485753856
13,log_reg_GSR,361.347,"{'preprocessing__column_transformer__quant__scaler__apply': True, 'preprocessing__column_transformer__quant__scaler__method': 'standard', 'preprocessing__column_transformer__cat__encoder__method': 'one-hot', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'log_reg_GSR__estimator__penalty': 'l2', 'log_reg_GSR__estimator__C': 100, 'log_reg_GSR__estimator__class_weight': 'balanced', 'log_reg_GSR__estimator__threshold': 0.6, 'log_reg_GSR__constraints': 'TruePositiveRateParity', 'log_reg_GSR__constraint_weight': 0.81, 'log_reg_GSR__grid_size': 40, 'log_reg_GSR__grid_limit': 4, 'log_reg_GSR__loss': 'Absolute', 'log_reg_GSR__drop_prot_attr': False}",0.7038095238095238,0.1812046686002678,0.7689774485753856
57,log_reg_CEO_GSR,177.112,"{'preprocessing__column_transformer__quant__scaler__apply': False, 'preprocessing__column_transformer__quant__scaler__method': 'min-max', 'preprocessing__column_transformer__cat__encoder__method': 'one-hot', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'log_reg_CEO_GSR__estimator__estimator__penalty': 'l1', 'log_reg_CEO_GSR__estimator__estimator__C': 1, 'log_reg_CEO_GSR__estimator__estimator__class_weight': 'balanced', 'log_reg_CEO_GSR__estimator__estimator__threshold': 0.9, 'log_reg_CEO_GSR__estimator__constraints': 'EqualizedOdds', 'log_reg_CEO_GSR__estimator__constraint_weight': 0.8600000000000001, 'log_reg_CEO_GSR__estimator__grid_size': 40, 'log_reg_CEO_GSR__estimator__grid_limit': 1, 'log_reg_CEO_GSR__estimator__loss': 'Square', 'log_reg_CEO_GSR__estimator__drop_prot_attr': False, 'log_reg_CEO_GSR__postprocessor__cost_constraint': 'fnr'}",0.7155555555555555,0.2064960704564708,0.768425799340972
22,XGB_ROC,4.994,"{'preprocessing__column_transformer__quant__scaler__apply': True, 'preprocessing__column_transformer__quant__scaler__method': 'min-max', 'preprocessing__column_transformer__cat__encoder__method': 'ordinal', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'XGB_ROC__estimator__max_depth': 40, 'XGB_ROC__estimator__reg_lambda': 0.8500000000000001, 'XGB_ROC__estimator__n_estimators': 30, 'XGB_ROC__estimator__eta': 0.2, 'XGB_ROC__estimator__alpha': 0.5600000000000003, 'XGB_ROC__postprocessor__threshold': 0.49999999999999994, 'XGB_ROC__postprocessor__margin': 0.024999999999999998}",0.6901587301587301,0.15526864869406146,0.7648694450504795
14,XGB_GSR,175.305,"{'preprocessing__column_transformer__quant__scaler__apply': False, 'preprocessing__column_transformer__quant__scaler__method': 'min-max', 'preprocessing__column_transformer__cat__encoder__method': 'ordinal', 'preprocessing__column_transformer__cat__imputer__apply': False, 'preprocessing__column_transformer__quant__imputer__apply': False, 'XGB_GSR__estimator__max_depth': 20, 'XGB_GSR__estimator__reg_lambda': 0.8500000000000001, 'XGB_GSR__estimator__n_estimators': 100, 'XGB_GSR__estimator__eta': 0.12, 'XGB_GSR__estimator__alpha': 0.7900000000000005, 'XGB_GSR__constraints': 'DemographicParity', 'XGB_GSR__constraint_weight': 0.01, 'XGB_GSR__grid_size': 15, 'XGB_GSR__grid_limit': 8, 'XGB_GSR__loss': 'ZeroOne', 'XGB_GSR__drop_prot_attr': True}",0.681904761904762,0.1457502284424616,0.7539171245327184
